algos	auc	nalgo	pr
AliGebily:Ardavel:balajipro:gardn999:mvaudel:vladaburian	0.942438169516544	6	0.848483965372242
AliGebily:Ardavel:balajipro:gardn999:Ramzes2:vladaburian	0.944013370892722	6	0.850213881723555
AliGebily:Ardavel:balajipro:LastEmperor:mkagenius:mvaudel	0.940508591854599	6	0.843442303579896
AliGebily:Ardavel:balajipro:LastEmperor:mkagenius:Ramzes2	0.942373796910768	6	0.83960074362565
AliGebily:Ardavel:balajipro:LastEmperor:mkagenius:vladaburian	0.941872102984073	6	0.8470070035101
AliGebily:Ardavel:balajipro:LastEmperor:mvaudel:Ramzes2	0.942202639201079	6	0.845083242303286
AliGebily:Ardavel:balajipro:LastEmperor:mvaudel:vladaburian	0.941307785145363	6	0.845768889546829
AliGebily:Ardavel:balajipro:LastEmperor:Ramzes2:vladaburian	0.943639623205285	6	0.849266292306729
AliGebily:Ardavel:balajipro:mkagenius:mvaudel:Ramzes2	0.941588709881789	6	0.835072228393938
AliGebily:Ardavel:balajipro:mkagenius:mvaudel:vladaburian	0.940924284167232	6	0.841493204220973
AliGebily:Ardavel:balajipro:mkagenius:Ramzes2:vladaburian	0.942745041951308	6	0.83827867286682
AliGebily:Ardavel:balajipro:mvaudel:Ramzes2:vladaburian	0.94244521110541	6	0.843823249991447
AliGebily:Ardavel:benchmark:gardn999:LastEmperor:mkagenius	0.941593213921008	6	0.837302887708204
AliGebily:Ardavel:benchmark:gardn999:LastEmperor:mvaudel	0.941775169128036	6	0.845041442406981
AliGebily:Ardavel:benchmark:gardn999:LastEmperor:Ramzes2	0.942556102313908	6	0.837045580210691
AliGebily:Ardavel:benchmark:gardn999:LastEmperor:vladaburian	0.941964848997784	6	0.846256497864166
AliGebily:Ardavel:benchmark:gardn999:mkagenius:mvaudel	0.941142524736174	6	0.833675115745381
AliGebily:Ardavel:benchmark:gardn999:mkagenius:Ramzes2	0.942034495751448	6	0.827955085689669
AliGebily:Ardavel:benchmark:gardn999:mkagenius:vladaburian	0.941231889611952	6	0.833816916672954
AliGebily:Ardavel:benchmark:gardn999:mvaudel:Ramzes2	0.942247407992806	6	0.83392325478734
AliGebily:Ardavel:benchmark:gardn999:mvaudel:vladaburian	0.941264126516833	6	0.841450271677159
AliGebily:Ardavel:benchmark:gardn999:Ramzes2:vladaburian	0.942047590030374	6	0.833528585399784
AliGebily:Ardavel:benchmark:LastEmperor:mkagenius:mvaudel	0.940339510376	6	0.83106953606133
AliGebily:Ardavel:benchmark:LastEmperor:mkagenius:Ramzes2	0.941748162429798	6	0.826538654122714
AliGebily:Ardavel:benchmark:LastEmperor:mkagenius:vladaburian	0.940869491783615	6	0.832444060464696
AliGebily:Ardavel:benchmark:LastEmperor:mvaudel:Ramzes2	0.941792322677507	6	0.832362635654272
AliGebily:Ardavel:benchmark:LastEmperor:mvaudel:vladaburian	0.940877785500952	6	0.839909069791382
AliGebily:Ardavel:benchmark:LastEmperor:Ramzes2:vladaburian	0.94187671828094	6	0.832906545524034
AliGebily:Ardavel:benchmark:mkagenius:mvaudel:Ramzes2	0.940986410186887	6	0.822299134871788
AliGebily:Ardavel:benchmark:mkagenius:mvaudel:vladaburian	0.93998472985198	6	0.827188581242661
AliGebily:Ardavel:benchmark:mkagenius:Ramzes2:vladaburian	0.941171124588568	6	0.822440759099265
AliGebily:Ardavel:benchmark:mvaudel:Ramzes2:vladaburian	0.940937861674532	6	0.828165178179897
AliGebily:Ardavel:gardn999:LastEmperor:mkagenius:mvaudel	0.942235545608727	6	0.846034047147776
AliGebily:Ardavel:gardn999:LastEmperor:mkagenius:Ramzes2	0.943138768615216	6	0.840817183880598
AliGebily:Ardavel:gardn999:LastEmperor:mkagenius:vladaburian	0.942830189536079	6	0.848246158786966
AliGebily:Ardavel:gardn999:LastEmperor:mvaudel:Ramzes2	0.943716315354198	6	0.847684382279814
AliGebily:Ardavel:gardn999:LastEmperor:mvaudel:vladaburian	0.943028949672879	6	0.848846601339384
AliGebily:Ardavel:gardn999:LastEmperor:Ramzes2:vladaburian	0.944032333305472	6	0.849554348215852
AliGebily:Ardavel:gardn999:mkagenius:mvaudel:Ramzes2	0.942864913146207	6	0.837558871125177
AliGebily:Ardavel:gardn999:mkagenius:mvaudel:vladaburian	0.94236033222183	6	0.843854576059243
AliGebily:Ardavel:gardn999:mkagenius:Ramzes2:vladaburian	0.94314341218093	6	0.838666813551835
AliGebily:Ardavel:gardn999:mvaudel:Ramzes2:vladaburian	0.943468976116637	6	0.845332601607913
AliGebily:Ardavel:LastEmperor:mkagenius:mvaudel:Ramzes2	0.942120628359936	6	0.835293473979971
AliGebily:Ardavel:LastEmperor:mkagenius:mvaudel:vladaburian	0.941571212804394	6	0.841714537432547
AliGebily:Ardavel:LastEmperor:mkagenius:Ramzes2:vladaburian	0.942897833327188	6	0.8375237460717
AliGebily:Ardavel:LastEmperor:mvaudel:Ramzes2:vladaburian	0.943138477068563	6	0.844119000457093
AliGebily:Ardavel:mkagenius:mvaudel:Ramzes2:vladaburian	0.941960192119139	6	0.832470275749984
AliGebily:balajipro:benchmark:gardn999:LastEmperor:mkagenius	0.939774040951332	6	0.834750636439075
AliGebily:balajipro:benchmark:gardn999:LastEmperor:mvaudel	0.939952955395487	6	0.842626325420147
AliGebily:balajipro:benchmark:gardn999:LastEmperor:Ramzes2	0.940989653934812	6	0.835108316357328
AliGebily:balajipro:benchmark:gardn999:LastEmperor:vladaburian	0.940597897204139	6	0.844857640993772
AliGebily:balajipro:benchmark:gardn999:mkagenius:mvaudel	0.940065331000671	6	0.832964305171691
AliGebily:balajipro:benchmark:gardn999:mkagenius:Ramzes2	0.941196535367931	6	0.827181169203527
AliGebily:balajipro:benchmark:gardn999:mkagenius:vladaburian	0.940338536372365	6	0.833338901201633
AliGebily:balajipro:benchmark:gardn999:mvaudel:Ramzes2	0.94149086859227	6	0.834029978694151
AliGebily:balajipro:benchmark:gardn999:mvaudel:vladaburian	0.940497755554926	6	0.841765242774474
AliGebily:balajipro:benchmark:gardn999:Ramzes2:vladaburian	0.941418011196293	6	0.833566118552985
AliGebily:balajipro:benchmark:LastEmperor:mkagenius:mvaudel	0.939108699498363	6	0.829937568118046
AliGebily:balajipro:benchmark:LastEmperor:mkagenius:Ramzes2	0.940630267558035	6	0.825048954520658
AliGebily:balajipro:benchmark:LastEmperor:mkagenius:vladaburian	0.939717882580726	6	0.831308566998244
AliGebily:balajipro:benchmark:LastEmperor:mvaudel:Ramzes2	0.940664389795545	6	0.831554340114589
AliGebily:balajipro:benchmark:LastEmperor:mvaudel:vladaburian	0.939800950042894	6	0.839450748349135
AliGebily:balajipro:benchmark:LastEmperor:Ramzes2:vladaburian	0.941086615980727	6	0.832586472700754
AliGebily:balajipro:benchmark:mkagenius:mvaudel:Ramzes2	0.9401715666906	6	0.821791082306864
AliGebily:balajipro:benchmark:mkagenius:mvaudel:vladaburian	0.93919608115368	6	0.827223105771725
AliGebily:balajipro:benchmark:mkagenius:Ramzes2:vladaburian	0.940661198910531	6	0.822395293458675
AliGebily:balajipro:benchmark:mvaudel:Ramzes2:vladaburian	0.94047592366852	6	0.828825512474477
AliGebily:balajipro:gardn999:LastEmperor:mkagenius:mvaudel	0.94040978764321	6	0.844000569677917
AliGebily:balajipro:gardn999:LastEmperor:mkagenius:Ramzes2	0.941570968048347	6	0.83922959627763
AliGebily:balajipro:gardn999:LastEmperor:mkagenius:vladaburian	0.941462312524791	6	0.847159395800031
AliGebily:balajipro:gardn999:LastEmperor:mvaudel:Ramzes2	0.942099321762933	6	0.846752489532741
AliGebily:balajipro:gardn999:LastEmperor:mvaudel:vladaburian	0.941379661559814	6	0.847533958255805
AliGebily:balajipro:gardn999:LastEmperor:Ramzes2:vladaburian	0.942775063996109	6	0.849379254598014
AliGebily:balajipro:gardn999:mkagenius:mvaudel:Ramzes2	0.942068101703937	6	0.837560165494817
AliGebily:balajipro:gardn999:mkagenius:mvaudel:vladaburian	0.941603948888383	6	0.843941836909894
AliGebily:balajipro:gardn999:mkagenius:Ramzes2:vladaburian	0.942456291204995	6	0.838764165312538
AliGebily:balajipro:gardn999:mvaudel:Ramzes2:vladaburian	0.943164110892229	6	0.846406080252499
AliGebily:balajipro:LastEmperor:mkagenius:mvaudel:Ramzes2	0.941014358025173	6	0.834455547668255
AliGebily:balajipro:LastEmperor:mkagenius:mvaudel:vladaburian	0.940476555457956	6	0.841135114825572
AliGebily:balajipro:LastEmperor:mkagenius:Ramzes2:vladaburian	0.941995437892652	6	0.837126427386651
AliGebily:balajipro:LastEmperor:mvaudel:Ramzes2:vladaburian	0.942414066641635	6	0.844363281169269
AliGebily:balajipro:mkagenius:mvaudel:Ramzes2:vladaburian	0.941470486890801	6	0.83273522487876
AliGebily:benchmark:gardn999:LastEmperor:mkagenius:mvaudel	0.940285858659641	6	0.832493707045294
AliGebily:benchmark:gardn999:LastEmperor:mkagenius:Ramzes2	0.941126414580034	6	0.826471199900312
AliGebily:benchmark:gardn999:LastEmperor:mkagenius:vladaburian	0.940384730255014	6	0.832589279617208
AliGebily:benchmark:gardn999:LastEmperor:mvaudel:Ramzes2	0.941611389277081	6	0.833666243917213
AliGebily:benchmark:gardn999:LastEmperor:mvaudel:vladaburian	0.940777996694083	6	0.841233121253252
AliGebily:benchmark:gardn999:LastEmperor:Ramzes2:vladaburian	0.941326280601369	6	0.832760004434961
AliGebily:benchmark:gardn999:mkagenius:mvaudel:Ramzes2	0.941033025100486	6	0.823684140283915
AliGebily:benchmark:gardn999:mkagenius:mvaudel:vladaburian	0.940097522002068	6	0.829065694918299
AliGebily:benchmark:gardn999:mkagenius:Ramzes2:vladaburian	0.940824906000897	6	0.822857185730499
AliGebily:benchmark:gardn999:mvaudel:Ramzes2:vladaburian	0.941036277411264	6	0.82974772390332
AliGebily:benchmark:LastEmperor:mkagenius:mvaudel:Ramzes2	0.940459963016222	6	0.821467530146597
AliGebily:benchmark:LastEmperor:mkagenius:mvaudel:vladaburian	0.939505533668823	6	0.826910121347252
AliGebily:benchmark:LastEmperor:mkagenius:Ramzes2:vladaburian	0.940597447230555	6	0.821782247955894
AliGebily:benchmark:LastEmperor:mvaudel:Ramzes2:vladaburian	0.940688381893071	6	0.828419314279846
AliGebily:benchmark:mkagenius:mvaudel:Ramzes2:vladaburian	0.939923216066126	6	0.817620414886141
AliGebily:gardn999:LastEmperor:mkagenius:mvaudel:Ramzes2	0.942074993600461	6	0.836980932125011
AliGebily:gardn999:LastEmperor:mkagenius:mvaudel:vladaburian	0.941731546354763	6	0.843330080625109
AliGebily:gardn999:LastEmperor:mkagenius:Ramzes2:vladaburian	0.94236216015284	6	0.837704758222028
AliGebily:gardn999:LastEmperor:mvaudel:Ramzes2:vladaburian	0.943314394183142	6	0.845825312731504
AliGebily:gardn999:mkagenius:mvaudel:Ramzes2:vladaburian	0.942258752659051	6	0.834215758469973
AliGebily:LastEmperor:mkagenius:mvaudel:Ramzes2:vladaburian	0.941734745865093	6	0.83221573902185
Ardavel:balajipro:benchmark:gardn999:LastEmperor:mkagenius	0.939810107582606	6	0.843716503585323
Ardavel:balajipro:benchmark:gardn999:LastEmperor:mvaudel	0.939209187921781	6	0.843265559576956
Ardavel:balajipro:benchmark:gardn999:LastEmperor:Ramzes2	0.941515621533125	6	0.846543360541879
Ardavel:balajipro:benchmark:gardn999:LastEmperor:vladaburian	0.940607429574065	6	0.846525648611067
Ardavel:balajipro:benchmark:gardn999:mkagenius:mvaudel	0.939976081065888	6	0.841650643409234
Ardavel:balajipro:benchmark:gardn999:mkagenius:Ramzes2	0.942022218820648	6	0.838120016683623
Ardavel:balajipro:benchmark:gardn999:mkagenius:vladaburian	0.940927733030061	6	0.844349709433058
Ardavel:balajipro:benchmark:gardn999:mvaudel:Ramzes2	0.941730721404588	6	0.844461084476226
Ardavel:balajipro:benchmark:gardn999:mvaudel:vladaburian	0.94037356565861	6	0.844087464845995
Ardavel:balajipro:benchmark:gardn999:Ramzes2:vladaburian	0.94235248124188	6	0.84685139169635
Ardavel:balajipro:benchmark:LastEmperor:mkagenius:mvaudel	0.938855307807916	6	0.83937729862722
Ardavel:balajipro:benchmark:LastEmperor:mkagenius:Ramzes2	0.940890514632455	6	0.835526534646311
Ardavel:balajipro:benchmark:LastEmperor:mkagenius:vladaburian	0.939970111726428	6	0.842354158557268
Ardavel:balajipro:benchmark:LastEmperor:mvaudel:Ramzes2	0.940419469915165	6	0.841763045898317
Ardavel:balajipro:benchmark:LastEmperor:mvaudel:vladaburian	0.939189053734763	6	0.841041850483867
Ardavel:balajipro:benchmark:LastEmperor:Ramzes2:vladaburian	0.941706887136936	6	0.845213202574618
Ardavel:balajipro:benchmark:mkagenius:mvaudel:Ramzes2	0.940249254339119	6	0.830633583190538
Ardavel:balajipro:benchmark:mkagenius:mvaudel:vladaburian	0.939200500068393	6	0.836271978138231
Ardavel:balajipro:benchmark:mkagenius:Ramzes2:vladaburian	0.941402990165356	6	0.833013869042764
Ardavel:balajipro:benchmark:mvaudel:Ramzes2:vladaburian	0.940701219980054	6	0.839432296379903
Ardavel:balajipro:gardn999:LastEmperor:mkagenius:mvaudel	0.939678820849415	6	0.844534774498064
Ardavel:balajipro:gardn999:LastEmperor:mkagenius:Ramzes2	0.941787272969428	6	0.847774179896175
Ardavel:balajipro:gardn999:LastEmperor:mkagenius:vladaburian	0.94119474326809	6	0.848091741026263
Ardavel:balajipro:gardn999:LastEmperor:mvaudel:Ramzes2	0.941520281070211	6	0.846929599171372
Ardavel:balajipro:gardn999:LastEmperor:mvaudel:vladaburian	0.940440067177355	6	0.846629441272612
Ardavel:balajipro:gardn999:LastEmperor:Ramzes2:vladaburian	0.942831799902311	6	0.850625532736251
Ardavel:balajipro:gardn999:mkagenius:mvaudel:Ramzes2	0.942280658617853	6	0.845557043543664
Ardavel:balajipro:gardn999:mkagenius:mvaudel:vladaburian	0.941062296649875	6	0.84541409261524
Ardavel:balajipro:gardn999:mkagenius:Ramzes2:vladaburian	0.943168972724216	6	0.849214289173881
Ardavel:balajipro:gardn999:mvaudel:Ramzes2:vladaburian	0.94287602671886	6	0.848130161812194
Ardavel:balajipro:LastEmperor:mkagenius:mvaudel:Ramzes2	0.940900201886324	6	0.842821662676772
Ardavel:balajipro:LastEmperor:mkagenius:mvaudel:vladaburian	0.939838566163712	6	0.842346889111339
Ardavel:balajipro:LastEmperor:mkagenius:Ramzes2:vladaburian	0.942218283785822	6	0.846786319604594
Ardavel:balajipro:LastEmperor:mvaudel:Ramzes2:vladaburian	0.941675944849457	6	0.845030409360527
Ardavel:balajipro:mkagenius:mvaudel:Ramzes2:vladaburian	0.941430833566178	6	0.84124611143244
Ardavel:benchmark:gardn999:LastEmperor:mkagenius:mvaudel	0.940529844061172	6	0.84188661879201
Ardavel:benchmark:gardn999:LastEmperor:mkagenius:Ramzes2	0.942074432199624	6	0.837728557133035
Ardavel:benchmark:gardn999:LastEmperor:mkagenius:vladaburian	0.941036016265321	6	0.843981695772061
Ardavel:benchmark:gardn999:LastEmperor:mvaudel:Ramzes2	0.942231402853553	6	0.8449302705734
Ardavel:benchmark:gardn999:LastEmperor:mvaudel:vladaburian	0.940887209540375	6	0.844277483306552
Ardavel:benchmark:gardn999:LastEmperor:Ramzes2:vladaburian	0.94241169392989	6	0.846326484666559
Ardavel:benchmark:gardn999:mkagenius:mvaudel:Ramzes2	0.941776970606047	6	0.833747937803205
Ardavel:benchmark:gardn999:mkagenius:mvaudel:vladaburian	0.940553398973065	6	0.838628471803811
Ardavel:benchmark:gardn999:mkagenius:Ramzes2:vladaburian	0.941947785442068	6	0.83402620700864
Ardavel:benchmark:gardn999:mvaudel:Ramzes2:vladaburian	0.941773206197228	6	0.841188494854924
Ardavel:benchmark:LastEmperor:mkagenius:mvaudel:Ramzes2	0.940769679028631	6	0.830947264587775
Ardavel:benchmark:LastEmperor:mkagenius:mvaudel:vladaburian	0.939698781367818	6	0.836570904734042
Ardavel:benchmark:LastEmperor:mkagenius:Ramzes2:vladaburian	0.94142634690918	6	0.832480257032164
Ardavel:benchmark:LastEmperor:mvaudel:Ramzes2:vladaburian	0.94119526065184	6	0.839420218948992
Ardavel:benchmark:mkagenius:mvaudel:Ramzes2:vladaburian	0.940608636317378	6	0.826994170744202
Ardavel:gardn999:LastEmperor:mkagenius:mvaudel:Ramzes2	0.942652525478363	6	0.845696127819039
Ardavel:gardn999:LastEmperor:mkagenius:mvaudel:vladaburian	0.941567554510013	6	0.845666496321422
Ardavel:gardn999:LastEmperor:mkagenius:Ramzes2:vladaburian	0.9431709209405	6	0.848204882675459
Ardavel:gardn999:LastEmperor:mvaudel:Ramzes2:vladaburian	0.943355190161445	6	0.848276542944477
Ardavel:gardn999:mkagenius:mvaudel:Ramzes2:vladaburian	0.942841883450675	6	0.843629917381624
Ardavel:LastEmperor:mkagenius:mvaudel:Ramzes2:vladaburian	0.941977048038515	6	0.841286885963131
balajipro:benchmark:gardn999:LastEmperor:mkagenius:mvaudel	0.938579994887614	6	0.839057892412176
balajipro:benchmark:gardn999:LastEmperor:mkagenius:Ramzes2	0.940199435725608	6	0.834914021636154
balajipro:benchmark:gardn999:LastEmperor:mkagenius:vladaburian	0.939521396410071	6	0.841957979678735
balajipro:benchmark:gardn999:LastEmperor:mvaudel:Ramzes2	0.940295403101828	6	0.842657798629283
balajipro:benchmark:gardn999:LastEmperor:mvaudel:vladaburian	0.939106939964912	6	0.841714029690902
balajipro:benchmark:gardn999:LastEmperor:Ramzes2:vladaburian	0.940974327200868	6	0.844922198449458
balajipro:benchmark:gardn999:mkagenius:mvaudel:Ramzes2	0.940550939141971	6	0.832845031691532
balajipro:benchmark:gardn999:mkagenius:mvaudel:vladaburian	0.939419230153851	6	0.837931391192828
balajipro:benchmark:gardn999:mkagenius:Ramzes2:vladaburian	0.940946995064945	6	0.833408981148711
balajipro:benchmark:gardn999:mvaudel:Ramzes2:vladaburian	0.941082208342662	6	0.841622660490544
balajipro:benchmark:LastEmperor:mkagenius:mvaudel:Ramzes2	0.939517178746257	6	0.829707470224844
balajipro:benchmark:LastEmperor:mkagenius:mvaudel:vladaburian	0.938486911162867	6	0.835687510937656
balajipro:benchmark:LastEmperor:mkagenius:Ramzes2:vladaburian	0.940217169472591	6	0.831221752195493
balajipro:benchmark:LastEmperor:mvaudel:Ramzes2:vladaburian	0.940190535414785	6	0.839063672651736
balajipro:benchmark:mkagenius:mvaudel:Ramzes2:vladaburian	0.939826391340175	6	0.82690128124886
balajipro:gardn999:LastEmperor:mkagenius:mvaudel:Ramzes2	0.94065843865083	6	0.843783344060723
balajipro:gardn999:LastEmperor:mkagenius:mvaudel:vladaburian	0.939846342271543	6	0.843404651558166
balajipro:gardn999:LastEmperor:mkagenius:Ramzes2:vladaburian	0.941763794047264	6	0.847280602090128
balajipro:gardn999:LastEmperor:mvaudel:Ramzes2:vladaburian	0.941725594079668	6	0.847308896773305
balajipro:gardn999:mkagenius:mvaudel:Ramzes2:vladaburian	0.942039216422187	6	0.843701841069299
balajipro:LastEmperor:mkagenius:mvaudel:Ramzes2:vladaburian	0.940898657160671	6	0.840680972914029
benchmark:gardn999:LastEmperor:mkagenius:mvaudel:Ramzes2	0.940734919931879	6	0.832589938509031
benchmark:gardn999:LastEmperor:mkagenius:mvaudel:vladaburian	0.939599024049843	6	0.837689481307545
benchmark:gardn999:LastEmperor:mkagenius:Ramzes2:vladaburian	0.940961375083856	6	0.832902568395937
benchmark:gardn999:LastEmperor:mvaudel:Ramzes2:vladaburian	0.941263772980754	6	0.841148527419841
benchmark:gardn999:mkagenius:mvaudel:Ramzes2:vladaburian	0.940763284926484	6	0.828914956432706
benchmark:LastEmperor:mkagenius:mvaudel:Ramzes2:vladaburian	0.940011786443566	6	0.826598749220046
gardn999:LastEmperor:mkagenius:mvaudel:Ramzes2:vladaburian	0.942136487713995	6	0.843074454363104
AliGebily:Ardavel:balajipro:benchmark:gardn999:LastEmperor:mkagenius	0.941174585883897	7	0.844536685490025
AliGebily:Ardavel:balajipro:benchmark:gardn999:LastEmperor:mvaudel	0.941031463000209	7	0.845336770198829
AliGebily:Ardavel:balajipro:benchmark:gardn999:LastEmperor:Ramzes2	0.942475592389198	7	0.846331325274216
AliGebily:Ardavel:balajipro:benchmark:gardn999:LastEmperor:vladaburian	0.941933890978341	7	0.848382854870359
AliGebily:Ardavel:balajipro:benchmark:gardn999:mkagenius:mvaudel	0.94116678963053	7	0.842359451742816
AliGebily:Ardavel:balajipro:benchmark:gardn999:mkagenius:Ramzes2	0.942459110532976	7	0.834300721893759
AliGebily:Ardavel:balajipro:benchmark:gardn999:mkagenius:vladaburian	0.941803129507336	7	0.844598103871644
AliGebily:Ardavel:balajipro:benchmark:gardn999:mvaudel:Ramzes2	0.942461227306158	7	0.843909815077608
AliGebily:Ardavel:balajipro:benchmark:gardn999:mvaudel:vladaburian	0.941440682179603	7	0.845622549359477
AliGebily:Ardavel:balajipro:benchmark:gardn999:Ramzes2:vladaburian	0.942662164275452	7	0.845076242062652
AliGebily:Ardavel:balajipro:benchmark:LastEmperor:mkagenius:mvaudel	0.940243382006425	7	0.840551424211976
AliGebily:Ardavel:balajipro:benchmark:LastEmperor:mkagenius:Ramzes2	0.941771327336573	7	0.832045098683013
AliGebily:Ardavel:balajipro:benchmark:LastEmperor:mkagenius:vladaburian	0.94126188339756	7	0.843525800387338
AliGebily:Ardavel:balajipro:benchmark:LastEmperor:mvaudel:Ramzes2	0.941509048308168	7	0.841902024211669
AliGebily:Ardavel:balajipro:benchmark:LastEmperor:mvaudel:vladaburian	0.940558432178174	7	0.842915789724857
AliGebily:Ardavel:balajipro:benchmark:LastEmperor:Ramzes2:vladaburian	0.942497133581483	7	0.845456506790458
AliGebily:Ardavel:balajipro:benchmark:mkagenius:mvaudel:Ramzes2	0.941066998940592	7	0.829007504900299
AliGebily:Ardavel:balajipro:benchmark:mkagenius:mvaudel:vladaburian	0.940328755896547	7	0.8380172529719
AliGebily:Ardavel:balajipro:benchmark:mkagenius:Ramzes2:vladaburian	0.941854281374455	7	0.830316704874601
AliGebily:Ardavel:balajipro:benchmark:mvaudel:Ramzes2:vladaburian	0.941508907805308	7	0.840804598202774
AliGebily:Ardavel:balajipro:gardn999:LastEmperor:mkagenius:mvaudel	0.941246903907666	7	0.846646315797954
AliGebily:Ardavel:balajipro:gardn999:LastEmperor:mkagenius:Ramzes2	0.942837048714191	7	0.847726168827252
AliGebily:Ardavel:balajipro:gardn999:LastEmperor:mkagenius:vladaburian	0.942192164067927	7	0.849648375087187
AliGebily:Ardavel:balajipro:gardn999:LastEmperor:mvaudel:Ramzes2	0.943008087956302	7	0.84866622730626
AliGebily:Ardavel:balajipro:gardn999:LastEmperor:mvaudel:vladaburian	0.942174352592252	7	0.849058055779723
AliGebily:Ardavel:balajipro:gardn999:LastEmperor:Ramzes2:vladaburian	0.943751939595838	7	0.851644970377882
AliGebily:Ardavel:balajipro:gardn999:mkagenius:mvaudel:Ramzes2	0.942985086217383	7	0.845431705414399
AliGebily:Ardavel:balajipro:gardn999:mkagenius:mvaudel:vladaburian	0.942117346938027	7	0.84699289952143
AliGebily:Ardavel:balajipro:gardn999:mkagenius:Ramzes2:vladaburian	0.943639319461727	7	0.847397021019249
AliGebily:Ardavel:balajipro:gardn999:mvaudel:Ramzes2:vladaburian	0.943500578586677	7	0.848792565313288
AliGebily:Ardavel:balajipro:LastEmperor:mkagenius:mvaudel:Ramzes2	0.941810264952586	7	0.84325146862945
AliGebily:Ardavel:balajipro:LastEmperor:mkagenius:mvaudel:vladaburian	0.941123050005536	7	0.844224110130686
AliGebily:Ardavel:balajipro:LastEmperor:mkagenius:Ramzes2:vladaburian	0.942970865894027	7	0.846766921457946
AliGebily:Ardavel:balajipro:LastEmperor:mvaudel:Ramzes2:vladaburian	0.942635348008327	7	0.846424966292886
AliGebily:Ardavel:balajipro:mkagenius:mvaudel:Ramzes2:vladaburian	0.942230902304769	7	0.842395470368595
AliGebily:Ardavel:benchmark:gardn999:LastEmperor:mkagenius:mvaudel	0.941647604655199	7	0.84263759301698
AliGebily:Ardavel:benchmark:gardn999:LastEmperor:mkagenius:Ramzes2	0.942462389924605	7	0.83396945522792
AliGebily:Ardavel:benchmark:gardn999:LastEmperor:mkagenius:vladaburian	0.941863310876068	7	0.843987671320996
AliGebily:Ardavel:benchmark:gardn999:LastEmperor:mvaudel:Ramzes2	0.942716486755543	7	0.843906020398278
AliGebily:Ardavel:benchmark:gardn999:LastEmperor:mvaudel:vladaburian	0.941827423965003	7	0.845742147037929
AliGebily:Ardavel:benchmark:gardn999:LastEmperor:Ramzes2:vladaburian	0.942631315764483	7	0.844650134138039
AliGebily:Ardavel:benchmark:gardn999:mkagenius:mvaudel:Ramzes2	0.942111213948647	7	0.83138988294855
AliGebily:Ardavel:benchmark:gardn999:mkagenius:mvaudel:vladaburian	0.941325160055024	7	0.839334002577956
AliGebily:Ardavel:benchmark:gardn999:mkagenius:Ramzes2:vladaburian	0.942125294887559	7	0.831047846127629
AliGebily:Ardavel:benchmark:gardn999:mvaudel:Ramzes2:vladaburian	0.942161733676791	7	0.841056224007375
AliGebily:Ardavel:benchmark:LastEmperor:mkagenius:mvaudel:Ramzes2	0.94142447480344	7	0.829157602511226
AliGebily:Ardavel:benchmark:LastEmperor:mkagenius:mvaudel:vladaburian	0.940815604345637	7	0.83798129602815
AliGebily:Ardavel:benchmark:LastEmperor:mkagenius:Ramzes2:vladaburian	0.941953763056351	7	0.8298945371225
AliGebily:Ardavel:benchmark:LastEmperor:mvaudel:Ramzes2:vladaburian	0.941952392368721	7	0.841072125517472
AliGebily:Ardavel:benchmark:mkagenius:mvaudel:Ramzes2:vladaburian	0.941206023789811	7	0.826141221841873
AliGebily:Ardavel:gardn999:LastEmperor:mkagenius:mvaudel:Ramzes2	0.943254939259299	7	0.845159456150299
AliGebily:Ardavel:gardn999:LastEmperor:mkagenius:mvaudel:vladaburian	0.942533380128536	7	0.846877875567284
AliGebily:Ardavel:gardn999:LastEmperor:mkagenius:Ramzes2:vladaburian	0.943659089117237	7	0.846916057265448
AliGebily:Ardavel:gardn999:LastEmperor:mvaudel:Ramzes2:vladaburian	0.943793699897816	7	0.848628906497513
AliGebily:Ardavel:gardn999:mkagenius:mvaudel:Ramzes2:vladaburian	0.943257549385089	7	0.843586052093052
AliGebily:Ardavel:LastEmperor:mkagenius:mvaudel:Ramzes2:vladaburian	0.942588001845722	7	0.842329276396555
AliGebily:balajipro:benchmark:gardn999:LastEmperor:mkagenius:mvaudel	0.940066665884888	7	0.840723305537119
AliGebily:balajipro:benchmark:gardn999:LastEmperor:mkagenius:Ramzes2	0.941190967072993	7	0.83193183967778
AliGebily:balajipro:benchmark:gardn999:LastEmperor:mkagenius:vladaburian	0.940650229541758	7	0.8424616552807
AliGebily:balajipro:benchmark:gardn999:LastEmperor:mvaudel:Ramzes2	0.941555268797463	7	0.8430477958853
AliGebily:balajipro:benchmark:gardn999:LastEmperor:mvaudel:vladaburian	0.940678500034872	7	0.843996661175562
AliGebily:balajipro:benchmark:gardn999:LastEmperor:Ramzes2:vladaburian	0.941773685220242	7	0.844001223306918
AliGebily:balajipro:benchmark:gardn999:mkagenius:mvaudel:Ramzes2	0.941501880545189	7	0.830981104805476
AliGebily:balajipro:benchmark:gardn999:mkagenius:mvaudel:vladaburian	0.940589150176998	7	0.839785643720734
AliGebily:balajipro:benchmark:gardn999:mkagenius:Ramzes2:vladaburian	0.941697392092013	7	0.831302449839935
AliGebily:balajipro:benchmark:gardn999:mvaudel:Ramzes2:vladaburian	0.941827651125572	7	0.841863999044296
AliGebily:balajipro:benchmark:LastEmperor:mkagenius:mvaudel:Ramzes2	0.940595908186975	7	0.828199720713909
